name,lng,lat
Utah State University,-111.81391,41.740748
Utah Valley University,-111.717058,40.278512
University of Utah,-111.846044,40.762484
Weber State University,-111.944845,41.192591
Westminster College,-111.855553,40.731495
Bennington College,-73.237799,42.919547
Castleton University,-73.181486,43.607982
Champlain College,-73.204354,44.47295
Goddard College,-72.437252,44.27912
Green Mountain College,-73.241107,43.517134
Johnson State College,-72.671154,44.641736
Lyndon State College,-72.024563,44.53433
Marlboro College,-72.736552,42.839603
Middlebury College,-73.176068,44.009117
New England Culinary Institute,-72.575081,44.26119
Norwich University,-72.660129,44.139402
Saint Michael's College,-73.167069,44.494558
SIT Graduate Institute,-72.56738,42.891035
College of St Joseph,-73.007033,43.599777
Southern Vermont College,-73.21866,42.867031
Sterling College,-72.382372,44.65225
Vermont Law School,-72.52207,43.821797
Vermont Technical College,-72.604521,43.93955
University of Vermont,-73.198128,44.479262
Averett University,-79.413214,36.577273
Bluefield College,-81.246233,37.244557
Bridgewater College,-78.969011,38.378391
College of William and Mary,-76.708214,37.269489
Regent University,-76.192844,36.800929
Christopher Newport University,-76.494364,37.062495
Bryant & Stratton College-Virginia Beach,-76.138144,36.82779
Bryant & Stratton College-Richmond,-77.542139,37.460414
Jefferson College of Health Sciences,-79.939574,37.265985
Eastern Virginia Medical School,-76.300694,36.861232
Centura College-Virginia Beach,-76.064503,36.837641
Emory & Henry College,-81.831737,36.772543
Eastern Mennonite University,-78.880326,38.471134
Ferrum College,-80.020864,36.926648
George Mason University,-77.30794,38.83088
Hampden-Sydney College,-78.464216,37.240615
Hampton University,-76.339161,37.019944
Hollins University,-79.943277,37.354201
James Madison University,-78.870484,38.436311
Liberty University,-79.179688,37.350345
Longwood University,-78.395789,37.301073
Lynchburg College,-79.184153,37.397678
Centra College of Nursing,-79.174101,37.4051
Mary Baldwin University,-79.069273,38.153884
University of Mary Washington,-77.474392,38.302206
Marymount University,-77.128799,38.905552
American National University,-80.023597,37.299714
Sentara College of Health Sciences,-76.242722,36.777001
Norfolk State University,-76.26393,36.848262
Old Dominion University,-76.30666,36.886418
Radford University,-80.549731,37.136914
Randolph-Macon College,-77.478416,37.76043
Randolph College,-79.17079,37.437429
Bon Secours Memorial College of Nursing,-77.433191,37.646876
University of Richmond,-77.538702,37.577625
Roanoke College,-80.056433,37.29686
Shenandoah University,-78.158376,39.166058
Southern Virginia University,-79.35037,37.740368
Strayer University-Virginia,-77.085294,38.890995
Sweet Briar College,-79.081014,37.556725
Union Presbyterian Seminary,-77.449317,37.578935
The University of Virginia's College at Wise,-82.558728,36.971468
Virginia Polytechnic Institute and State University,-80.423675,37.229012
Virginia Commonwealth University,-77.453597,37.547631
University of Virginia-Main Campus,-78.503428,38.035665
Virginia Military Institute,-79.437067,37.7896
Virginia University of Lynchburg,-79.151518,37.395135
Virginia State University,-77.419886,37.236453
Virginia Union University,-77.450954,37.561864
Virginia Wesleyan University,,
Washington and Lee University,-79.443018,37.788939
The Art Institute of Seattle,-122.348573,47.61222
Bellevue College,-122.149955,47.584778
Bellingham Technical College,-122.51216,48.766189
Central Washington University,-120.538368,47.002687
Centralia College,-122.960746,46.716302
City University of Seattle,-122.344594,47.617381
Clark College,-122.652976,45.634307
Clover Park Technical College,-122.497873,47.176084
Columbia Basin College,-119.118609,46.251547
Cornish College of the Arts,-122.33614,47.617883
Eastern Washington University,-117.583808,47.490667
Edmonds Community College,-122.327483,47.816742
The Evergreen State College,-122.977492,47.07382
Pierce College-Fort Steilacoom,-122.570935,47.172082
Gonzaga University,-117.403062,47.668144
Grays Harbor College,-123.802931,46.953411
Green River College,-122.178175,47.312277
Heritage University,-120.395287,46.374571
Highline College,-122.302593,47.388331
Bastyr University,-122.251708,47.729935
Lake Washington Institute of Technology,-122.167131,47.705077
North Seattle College,-122.33495,47.69976
Northwest University,-122.192763,47.657945
Olympic College,-122.635751,47.575093
Pacific Lutheran University,-122.440421,47.14516
Peninsula College,-123.41248,48.100618
University of Puget Sound,-122.479714,47.263651
Renton Technical College,-122.176303,47.489206
Saint Martin's University,-122.815441,47.04075
South Seattle College,-122.352672,47.5475
Seattle Central College,-122.321472,47.616675
Seattle Pacific University,-122.362923,47.649338
Seattle University,-122.3197,47.610138
Skagit Valley College,-122.310199,48.437235
Spokane Community College,-117.360957,47.672571
Spokane Falls Community College,-117.463538,47.676741
Tacoma Community College,-122.521057,47.246369
Walla Walla University,-118.389771,46.047
Washington State University,-117.158168,46.730448
University of Washington-Seattle Campus,-122.313115,47.656213
Wenatchee Valley College,-120.334813,47.430931
Western Washington University,-122.484873,48.737236
Whatcom Community College,-122.495832,48.795923
Whitman College,-118.33016,46.07135
Whitworth University,-117.418078,47.753699
Yakima Valley College,-120.528525,46.586098
Alderson Broaddus University,-80.047728,39.158067
Appalachian Bible College,-81.20115,37.853339
Bethany College,-80.560056,40.205819
Bluefield State College,-81.235428,37.26688
University of Charleston,-81.618667,38.332577
Concord University,-81.006696,37.423723
Davis & Elkins College,-79.846391,38.928693
Fairmont State University,-80.161844,39.485925
Glenville State College,-80.833597,38.935341
Marshall University,-82.428964,38.422482
Ohio Valley University,-81.537808,39.312447
West Virginia University at Parkersburg,-81.506192,39.216379
Potomac State College of West Virginia University,-78.983175,39.436935
Salem International University,-80.571767,39.288632
Shepherd University,-77.804844,39.434319
West Virginia School of Osteopathic Medicine,-80.438644,37.803879
West Virginia State University,-81.765034,38.380541
West Virginia University Hospital Departments of Rad Tech and Nutrition,-79.957959,39.654269
West Liberty University,-80.604054,40.162473
West Virginia University Institute of Technology,,
West Virginia Wesleyan College,-80.217094,38.990476
West Virginia University,-79.954391,39.634371
Wheeling Jesuit University,-80.690804,40.070873
Alverno College,-87.965498,42.983518
Madison Area Technical College,-89.327921,43.12183
Bellin College,-87.921722,44.468277
Beloit College,-89.03147,42.50363
Cardinal Stritch University,-87.909045,43.139752
Carroll University,-88.227962,43.004647
Carthage College,-87.820706,42.622893
Columbia College of Nursing,-87.918283,43.097318
Concordia University-Wisconsin,-87.916628,43.254217
Edgewood College,-89.422122,43.058727
Lakeland University,-87.884956,43.841863
Lawrence University,-88.397822,44.261323
Maranatha Baptist University,-88.735055,43.195709
Marian University,-88.420638,43.777411
Marquette University,-87.927961,43.03903
Medical College of Wisconsin,-88.022698,43.044108
Milwaukee Institute of Art & Design,-87.907925,43.030917
Milwaukee School of Engineering,-87.907691,43.045364
Mount Mary University,-88.030594,43.072303
Nashotah House,-88.423743,43.082193
Northland College,-90.874991,46.578983
Ripon College,-88.8426,43.842383
Sacred Heart Seminary and School of Theology,-88.04438,42.910829
Saint Norbert College,-88.067301,44.444651
Silver Lake College of the Holy Family,-87.742961,44.071038
Bryant & Stratton College-Milwaukee,-87.915286,43.039176
University of Wisconsin Colleges,-89.39859,43.068214
Viterbo University,-91.244095,43.802291
University of Wisconsin-Whitewater,-88.742368,42.835563
Wisconsin School of Professional Psychology,-88.026735,43.105054
University of Wisconsin-Eau Claire,-91.500432,44.798431
University of Wisconsin-Green Bay,-87.919973,44.532298
University of Wisconsin-La Crosse,-91.230149,43.815295
Wisconsin Lutheran College,-88.022718,43.036943
University of Wisconsin-Oshkosh,-88.549282,44.024985
University of Wisconsin-Parkside,,
Herzing University-Madison,-89.291617,43.143622
University of Wisconsin-Stout,-91.926653,44.873187
University of Wisconsin-Superior,-92.091007,46.717629
University of Wisconsin-Madison,-89.405356,43.073858
University of Wisconsin-Milwaukee,,
University of Wisconsin-Platteville,-90.492709,42.733936
University of Wisconsin-River Falls,-92.625316,44.852647
University of Wisconsin-Stevens Point,-89.570934,44.529582
University of Wyoming,-105.57931,41.311773
American Samoa Community College,,
University of Guam,144.803978,13.433047
Northern Marianas College,145.721733,15.152247
American University of Puerto Rico,-66.186631,18.407058
American University of Puerto Rico,-66.478655,18.434072
Universidad Adventista de las Antillas,-67.112632,18.205329
Atlantic University College,-66.111714,18.357395
Universidad Central de Bayamon,-66.180773,18.398864
Columbia Central University-Caguas,-66.022543,18.22329
Carlos Albizu University-San Juan,-66.113908,18.466573
Caribbean University-Bayamon,-66.168315,18.383136
Caribbean University-Carolina,-65.960036,18.380193
Pontifical Catholic University of Puerto Rico-Arecibo,-66.679114,18.446006
Pontifical Catholic University of Puerto Rico-Ponce,-66.617138,18.00165
CEM College-San Juan,-66.035797,18.393955
Universidad Teologica del Caribe,-66.010617,18.373928
Colegio Universitario de San Juan,-66.066529,18.428528
Universidad Metropolitana,-66.061647,18.387183
Puerto Rico Conservatory of Music,-66.078811,18.454016
Center for Advanced Studies On Puerto Rico and the Caribbean,-66.118261,18.46589
EDP University of Puerto Rico Inc-San Sebastian,-66.990909,18.334858
Huertas College,-66.025572,18.236147
Humacao Community College,-65.826857,18.148274
Inter American University of Puerto Rico-San German,-67.05082,18.08353
Inter American University of Puerto Rico-Aguadilla,-67.121671,18.467886
Inter American University of Puerto Rico-Arecibo,-66.75901,18.47509
Inter American University of Puerto Rico-Barranquitas,-66.303153,18.182777
Inter American University of Puerto Rico-Metro,-66.077711,18.368988
Inter American University of Puerto Rico-Ponce,-66.578498,18.007388
Inter American University of Puerto Rico-Fajardo,-65.648052,18.329222
Inter American University of Puerto Rico-Guayama,,
Inter American University of Puerto Rico-Bayamon,-66.182473,18.351631
Inter American University of Puerto Rico-School of Law,,
National University College,-66.157027,18.396872
Ponce Health Sciences University,-66.620343,17.993242
University of Puerto Rico-Aguadilla,,
University of Puerto Rico-Mayaguez,-67.139172,18.211142
University of Puerto Rico-Medical Sciences,-66.074894,18.396548
Universidad Del Este,-65.983869,18.414805
Universidad del Sagrado Corazon,-66.059617,18.441166
Seminario Evangelico de Puerto Rico,-66.050221,18.407248
Universidad Central Del Caribe,-66.153758,18.366171
Universidad Politecnica de Puerto Rico,-66.056084,18.422195
Pontifical Catholic University of Puerto Rico-Mayaguez,-67.145695,18.182375
Universidad Del Turabo,-66.006259,18.239647
University of the Virgin Islands,-64.972866,18.344193
Stanford University,-122.164434,37.429532
Purdue University-Main Campus,-86.914435,40.428206
Parker University,-96.893572,32.880341
EDP University of Puerto Rico Inc-San Juan,-66.055403,18.415375
City College-Fort Lauderdale,-80.17007,26.18748
St. John's College,-105.912478,35.666974
Bais Medrash Elyon,-74.069798,41.114079
Antioch University-Los Angeles,-118.384651,33.98764
Antioch University-Santa Barbara,-119.6958,34.419203
Antioch University-New England,-72.293798,42.932344
Antioch University-Seattle,-122.342647,47.61696
Antioch University-Midwest,-83.908684,39.80321
Mid-America Christian University,-97.578297,35.347785
Houston Graduate School of Theology,-95.448846,29.673594
Unification Theological Seminary,-73.922774,42.005744
Beckfield College-Florence,-84.641475,39.017166
Ecumenical Theological Seminary,-83.055551,42.34395
Landmark College,-72.512549,42.977172
National American University-Independence,-94.359588,39.051637
Yeshiva Gedolah of Greater Detroit,-83.200754,42.471924
Austin Graduate School of Theology,-97.711706,30.343788
National American University-Albuquerque,-106.591249,35.101938
ECPI University,-76.178775,36.842533
South University-Columbia,-80.961839,34.098042
Everest University-Brandon,-82.35034,27.980447
Platt College-Los Angeles,-118.151838,34.081813
Platt College-Aurora,-104.854864,39.660664
Kaplan University-Davenport Campus,-90.550682,41.555024
Kaplan University-Cedar Falls Campus,-92.448419,42.474593
Christian Life College,-87.930934,42.074096
Bethel Seminary-San Diego,-117.066378,32.765189
Brandman University,-117.769012,33.656401
New College of Florida,-82.55858,27.384925
Daymar College-Bowling Green,-86.475007,36.964788
Yeshivah Gedolah Rabbinical College,-80.141029,25.782409
University of the District of Columbia-David A Clarke School of Law,-77.065221,38.94621
Caribbean University-Ponce,-66.59425,18.006633
Caribbean University-Vega Baja,-66.40315,18.444882
University of Advancing Technology,-111.976087,33.377712
Mayo Clinic Graduate School of Biomedical Sciences,-92.466919,44.020617
South Florida Bible College and Theological Seminary,-80.092541,26.30377
Pennsylvania College of Technology,-77.023665,41.234145
Stone Child College,-109.870182,48.289808
New York Academy of Art,-74.006019,40.718388
Remington College-Mobile Campus,-88.145035,30.671139
Southern Technical College,-81.877223,26.595795
Southwest Acupuncture College-Santa Fe,-105.949973,35.661847
California State University-San Marcos,-117.159013,33.130569
Argosy University-Hawaii,-157.860916,21.308026
Baptist Theological Seminary at Richmond,-77.468483,37.632354
Kaplan University-Des Moines Campus,-93.778426,41.645171
Hodges University,-81.741241,26.277222
Argosy University-Atlanta,-84.356001,33.92006
University of St. Augustine for Health Sciences,-117.165964,33.151849
Daymar College-Clarksville,-87.312856,36.582865
Nossi College of Art,-86.738521,36.24334
Massachusetts School of Law,-71.20203,42.688042
Bryan University,-93.248107,37.135397
Oregon College of Oriental Medicine,-122.671099,45.524121
Bryant & Stratton College-Eastlake,-81.43532,41.639256
Fremont College,-118.098316,33.867773
Remington College-Honolulu Campus,-157.860023,21.309273
Adler Graduate School,-93.252532,44.862865
Bryant & Stratton College-Southtowns,-78.770366,42.790182
Yeshiva Gedolah Imrei Yosef D'spinka,-73.992774,40.628855
Brown Mackie College-Findlay,-83.619502,41.058515
CEM College-Humacao,-65.821107,18.148771
EDIC College,-66.025311,18.242588
Universal Technology College of Puerto Rico,-67.155628,18.42812
Remington College-Fort Worth Campus,-97.213562,32.775981
Vista College-Online,-96.768511,32.95517
Northwest College of Art & Design,-122.604201,47.710943
University of Washington-Bothell Campus,-122.191454,47.760718
University of Washington-Tacoma Campus,-122.438541,47.244594
Pacific College of Oriental Medicine-San Diego,-117.161027,32.778022
Northwest Indian College,-122.614656,48.794131
Provo College,-111.684063,40.244678
University of Phoenix-Utah,-111.904474,40.653835
Colorado School of Traditional Chinese Medicine,-104.959476,39.739101
Phoenix Seminary,,
University of Phoenix-Puerto Rico,-66.106413,18.406324
Midwest College of Oriental Medicine-Racine,-87.856679,42.678051
Beacon College,-81.875619,28.810799
Acupuncture and Integrative Medicine College-Berkeley,-122.267636,37.862754
University of the Potomac-Washington DC Campus,-77.032531,38.90054
Rabbi Jacob Joseph School,-74.399497,40.499821
Everglades University,-80.108331,26.391218
Herzing University-Winter Park,-81.312311,28.61577
College of Biblical Studies-Houston,-95.506566,29.716681
Everest University-South Orlando,,
The College of Health Care Professions-Northwest,-95.451644,29.797408
Watkins College of Art Design & Film,-86.805888,36.194659
Mt Sierra College,-117.987321,34.142704
Southern California Institute of Technology,-117.950661,33.8381
Soka University of America,-117.735344,33.554546
World Mission University,-118.289484,34.064918
Yo San University of Traditional Chinese Medicine,-118.442947,33.9929
Southwest University of Visual Arts-Albuquerque,-106.589352,35.088818
Inter American University of Puerto Rico-School of Optometry,-66.180514,18.353624
Schiller International University,-82.757492,27.893935
Columbia Central University-Yauco,-66.849102,18.03772
Yeshivas Novominsk,-73.989901,40.623611
Rabbinical College of Ohr Shimon Yisroel,-73.956537,40.704205
University of Phoenix-New Mexico,-106.585189,35.197066
Galen College of Nursing-San Antonio,-98.58566,29.50769
City College-Gainesville,-82.4168,29.65601
Arizona State University-West,-112.160021,33.60726
Lake Erie College of Osteopathic Medicine,-80.105969,42.080699
Brown Mackie College-Fort Wayne,-85.101966,41.109132
Florida National University-Main Campus,-80.321846,25.86178
Erikson Institute,-87.632238,41.890279
South Texas College,-98.253634,26.217591
Roger Williams University School of Law,-71.261978,41.650974
California State University-Monterey Bay,-121.799216,36.653724
Argosy University-The Art Institute of California-Hollywood,-118.37528,34.166753
Remington College-Memphis Campus,-89.989881,35.071403
Capella University,-93.268714,44.976186
College of Menominee Nation,-88.625628,44.859044
Pacific College of Oriental Medicine-New York,-74.006721,40.7088
Johnson & Wales University-North Miami,-80.164797,25.894337
Trine University-Regional/Non-Traditional Campuses,-85.108364,41.176826
Phillips Theological Seminary,-95.868146,36.167983
The University of Texas MD Anderson Cancer Center,-95.40079,29.705395
College of Business and Technology-Main Campus,-80.337421,25.76859
Southeast Missouri Hospital College of Nursing and Health Sciences,-89.54587,37.302453
Messenger College,-97.100201,32.8313
New York College of Health Professions,-73.517755,40.807605
Argosy University-Northern Virginia,-77.075927,38.894272
Centura College-Chesapeake,-76.227712,36.765954
University of Phoenix-Hawaii,-157.863834,21.307923
Southwest College of Naturopathic Medicine & Health Sciences,-111.894935,33.408742
Virginia College-Birmingham,-86.818106,33.471075
Virginia College-Huntsville,-86.591341,34.70516
Yeshiva D'monsey Rabbinical College,-74.065944,41.115776
Arizona State University-Polytechnic,-111.677225,33.307142
Bakke Graduate University,-96.753881,32.89442
Argosy University-Schaumburg,-88.042083,42.046739
Living Arts College,-78.555726,35.942892
Eastern International College-Jersey City,-74.060452,40.735178
Pacific College,-117.873219,33.681307
Midwestern University-Glendale,-112.183556,33.663217
Embry-Riddle Aeronautical University-Worldwide,-81.04951,29.18927
Ottawa University-Milwaukee,-88.115185,43.02963
Argosy University-Tampa,-82.482545,27.955166
The Illinois Institute of Art-Schaumburg,-88.043871,42.045749
The Art Institute of Phoenix,-112.107619,33.567139
American College of Acupuncture and Oriental Med,-95.524522,29.735747
AOMA Graduate School of Integrative Medicine,-97.800651,30.22863
Strayer University-Maryland,-76.918039,38.827438
The Creative Center,-96.082837,41.290922
San Juan Bautista School of Medicine,-66.050389,18.220528
Texas Health and Science University,-97.785296,30.233148
New Hampshire Institute of Art,-71.458838,42.992752
Massachusetts General Hospital Dietetic Internship,-71.068939,42.362612
Yeshiva of the Telshe Alumni,-73.911096,40.896668
University of Phoenix-Washington,-122.246405,47.4684
University of Phoenix-Oregon,-122.745086,45.424135
Appalachian School of Law,-82.096426,37.278007
LIU Hudson at Westchester,-73.705238,41.048648
Platt College-Ontario,-117.571744,34.068595
Argosy University-The Art Institute of California-Los Angeles,-118.451902,34.019125
American University of Health Sciences,-118.171442,33.797115
Career Networks Institute,-117.860347,33.776152
Western Governors University,-111.869752,40.68481
Santa Barbara Business College-Ventura,-119.226434,34.257884
Herzing University-Kenner,-90.240691,30.00147
Florida Gulf Coast University,-81.773578,26.464262
Florida College of Integrative Medicine,-81.401757,28.46359
City College-Miami,-80.316377,25.683673
Ilisagvik College,-156.679486,71.324702
Florida Coastal School of Law,-81.580093,30.232676
Dewey University-Carolina,-65.958397,18.376596
Yeshiva College of the Nations Capital,-77.030566,39.042404
University of Phoenix-Maryland,-76.815804,39.189991
Louisiana State University Health Sciences Center-Shreveport,-93.76081,32.481019
Montessori Institute of Milwaukee,-87.915721,43.02474
Argosy University-Phoenix,-112.107455,33.5669
Vatterott College-Sunset Hills,-90.41884,38.521026
Southwest Acupuncture College-Boulder,-105.199471,40.069443
Los Angeles Film School,-118.32827,34.098214
Argosy University-Orange County,-117.897468,33.779113
National American University-Bloomington,-93.228669,44.861375
International Baptist College and Seminary,-111.879629,33.273788
University of Connecticut-Waterbury Campus,-73.03881,41.554736
University of Connecticut-Avery Point,-72.063935,41.317231
University of Connecticut-Stamford,-73.542206,41.056081
University of Management and Technology,-77.072001,38.89743
Linfield College-School of Nursing,-122.697345,45.531529
Dallas Nursing Institute,-96.734878,32.9138
Stevens-Henager College,-111.902145,40.659626
Brookline College-Tucson,-110.876375,32.207932
Stratford University,-77.31097,38.874798
American InterContinental University-Atlanta,-84.354907,33.938779
Midwest College of Oriental Medicine-Evanston,-87.681544,42.04729
Argosy University-Seattle,-122.351734,47.613924
Cascadia College,-122.191108,47.759958
Johnson & Wales University-Denver,-104.906281,39.746101
University of Phoenix-Ohio,-81.493218,41.465872
East West College of Natural Medicine,-82.551571,27.368451
Atlantic Institute of Oriental Medicine,-80.142235,26.121964
Crossroads Bible College,-86.039961,39.779662
The King's University,-97.121521,32.93912
New York College of Traditional Chinese Medicine,-73.638911,40.73945
Northeastern Seminary,-77.797762,43.12625
Pacific Islands University,144.835821,13.465046
Seattle Institute of Oriental Medicine,-122.323444,47.678029
Acupuncture and Massage College,-80.3645,25.68625
Upper Valley Educators Institute,-72.230822,43.637595
Keck Graduate Institute,-117.72351,34.093329
The Art Institute of Washington,-77.072631,38.895859
Marlboro College Graduate & Professional Studies,,
University of Phoenix-Massachusetts,-71.032616,42.22735
University of Phoenix-Wisconsin,-88.049308,43.150733
University of Phoenix-Idaho,,
Atenas College,-66.488422,18.429776
National American University-Ellsworth AFB Extension,-103.079296,44.140362
National American University-Albuquerque West,-106.653498,35.199884
National American University-Brooklyn Center,-93.307619,45.067311
Pillar College,-74.169153,40.738539
Oregon State University-Cascades Campus,-121.333481,44.04297
Southern University Law Center,-91.194417,30.523898
Richmont Graduate University,-85.274642,35.036337
The Seattle School of Theology & Psychology,-122.350945,47.613373
University of the Rockies,-104.99657,39.748777
National Graduate School of Quality Management,-70.613737,41.561834
Apex School of Theology,-78.841041,35.92318
Yeshiva Shaarei Torah of Rockland,-74.090159,41.12362
American Institute of Alternative Medicine,-82.988733,40.102442
Universidad Pentecostal Mizpa,-66.085117,18.358258
Nevada State College,-114.938929,35.987249
California State University-Channel Islands,-119.04356,34.162949
Argosy University-The Art Institute of California-Orange County,-117.916303,33.697014
Franklin W Olin College of Engineering,-71.264047,42.292842
Won Institute of Graduate Studies,-75.154419,40.099259
University of Phoenix-Illinois,-88.042584,42.056237
Argosy University-Dallas,-96.823046,32.926742
Ave Maria School of Law,-81.731045,26.24209
Pennsylvania College of Health Sciences,-76.247051,40.0613
St Louis College of Health Careers-Fenton,-90.470904,38.544635
Grantham University,-94.771491,38.92258
University of the Potomac-VA Campus,-77.237563,38.917192
National American University-Overland Park,-94.703896,38.941076
Edward Via College of Osteopathic Medicine,-80.406021,37.199666
Pacific College of Oriental Medicine-Chicago,-87.625631,41.88653
Ottawa University-Jeffersonville,-85.741171,38.284402
University of Antelope Valley,-118.134968,34.683587
Birthingway College of Midwifery,-122.538471,45.476809
NorthShore University HealthSystem School of Nurse Anesthesia,-87.684445,42.065549
Faith International University,-122.515945,47.280177
Family of Faith Christian University,-96.901413,35.462234
Hood Theological Seminary,-80.480643,35.644603
West Coast University-Los Angeles,-118.39941,34.187134
Williamson Christian College,-86.828311,35.95616
DigiPen Institute of Technology,-122.150481,47.68924
University of Phoenix-Indiana,-86.05945,39.899315
Dewey University-Hato Rey,-66.043033,18.417614
American College of Healthcare Sciences,-122.675858,45.486902
"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",-87.591173,41.785693
Strayer University-Tennessee,-89.899301,35.07784
Strayer University-Pennsylvania,-74.965749,40.137976
Brookline College-Albuquerque,-106.687499,35.086652
Byzantine Catholic Seminary of Saints Cyril and Methodius,-80.015825,40.484409
Northcentral University,-117.214911,32.73667
Daymar College-Murfreesboro,-86.40237,35.815421
Baptist University of the Americas,-98.546081,29.34998
Beis Medrash Heichal Dovid,-74.159642,41.33127
Institute of Clinical Acupuncture & Oriental Med,-157.860879,21.313924
Charlotte Christian College and Theological Seminary,-80.802527,35.242999
Nightingale College,,
Flagler College-Tallahassee,-84.341098,30.444664
American InterContinental University,-88.032901,42.0334
American InterContinental University-Houston,-95.548309,29.728221
University of California-Merced,-120.424944,37.366237
Remington College-North Houston Campus,-95.424917,29.946669
Central Methodist University-College of Graduate and Extended Studies,-92.686156,39.150383
University of Phoenix-New Jersey,-74.033131,40.726763
University of Phoenix-Kentucky,-85.563612,38.223943
Altierus Career College-Orange Park,-81.706674,30.188758
Neumont College of Computer Science,-111.890573,40.766096
Johnson & Wales University-Charlotte,-80.851208,35.233502
Roseman University of Health Sciences,-115.066835,36.072723
Divine Mercy University,-77.05135,38.855847
American Academy of Acupuncture and Oriental Medicine,-93.181424,45.015783
Arizona School of Acupuncture and Oriental Medicine,-110.929241,32.26462
Ave Maria University,-81.441082,26.33711
Eastern School of Acupuncture and Traditional Medicine,-74.19716,40.79361
Ecclesia College,-94.236643,36.2141
Los Angeles College of Music,-118.150113,34.139293
Maple Springs Baptist Bible College and Seminary,-76.942465,38.86348
Stanbridge University,-117.857636,33.678879
Uta Mesivta of Kiryas Joel,-74.161179,41.333864
Harrisburg University of Science and Technology,-76.8808,40.261303
Stevens-Henager College,-111.835961,41.718039
Sanford-Brown College-Seattle,-122.255062,47.450291
United States University,-117.154904,32.7769
AmeriTech College-Draper,-111.892792,40.527932
Argosy University-Los Angeles,-118.373038,33.927857
Brown Mackie College-Miami,-80.350723,25.973847
Eagle Gate College-Layton,-111.974385,41.073341
SAE Expression College,-122.2954,37.847631
Georgia Gwinnett College,-84.001135,33.979915
Phoenix Institute of Herbal Medicine & Acupuncture,-112.068783,33.52289
University of East-West Medicine,-121.997011,37.3864
SUM Bible College and Theological Seminary,,
Careers Unlimited,-111.7314,40.274853
Doane University-Graduate and Professional Studies,-96.650758,40.815541
Shorter University-College of Adult & Professional Programs,-84.482166,33.92788
The Art Institute of Indianapolis,-86.221906,39.920272
Eastern International College-Belleville,-74.152439,40.789635
University of Phoenix-South Carolina,-80.955852,34.098845
Argosy University-The Art Institute of California-Inland Empire,-117.270965,34.071827
National American University-Zona Rosa,-94.666532,39.251758
Rasmussen College-Illinois,-88.998854,42.267628
Argosy University-Denver,-104.901591,39.65617
CollegeAmerica-Colorado Springs,-104.760241,38.840858
CollegeAmerica-Fort Collins,-105.080277,40.523124
University of South Florida-St Petersburg,-82.635657,27.762618
Arizona State University-Downtown Phoenix,-112.073221,33.45343
The Art Institute of Tennessee-Nashville,-86.635403,36.154574
Strayer University-Florida,-82.547381,27.98984
Dewey University-Juana Díaz,-66.509285,18.057023
American Public University System,-77.859781,39.288383
Huntsville Bible College,-86.594888,34.750363
Gnomon School of Visual Effects,-118.329106,34.090094
Dragon Rises College of Oriental Medicine,-82.312769,29.667368
Bais Medrash Toras Chesed,-74.21127,40.099704
Visible Music College,-90.049221,35.14455
Virginia Beach Theological Seminary,-76.189475,36.765993
University of the West,-118.082964,34.045985
South University-Tampa,-82.500357,27.982269
Appalachian College of Pharmacy,-82.005227,37.211496
Averett University-Non-Traditional Programs,-79.413195,36.577257
The Art Institute of Charleston,-79.926971,32.781424
Argosy University-The Art Institute of California-Sacramento,-121.519083,38.62211
Strayer University-Delaware,-75.660093,39.686127
Brite Divinity School,-97.361561,32.709543
Strayer University-Alabama,-86.717661,33.43872
University of Phoenix-Alabama,,
Sanford-Brown College-San Antonio,-98.557972,29.518459
University of Phoenix-Washington DC,-77.009974,38.897855
Argosy University-Inland Empire,-117.578019,34.066571
Argosy University-Nashville,-86.634674,36.154664
Argosy University-San Diego,-117.158047,32.775512
Rasmussen College-Wisconsin,-88.080783,44.526244
LIU Riverhead,-72.6991,40.876143
Columbia Southern University,-87.652505,30.330964
Arizona Summit Law School,-112.073133,33.44866
Trident University International,-118.034759,33.805244
Academy for Five Element Acupuncture,-82.321994,29.650075
Miami Regional University,-80.267007,25.810667
Wolford College,-81.791959,26.268251
Yeshivas Be'er Yitzchok,-74.213255,40.682465
Yeshiva Toras Chaim,-74.182143,40.098692
Talmudical Seminary of Bobov,-73.995378,40.634485
Charleston School of Law,-79.938087,32.790803
Southwest University at El Paso,-106.413168,31.788352
The Art Institute of Pittsburgh-Online Division,-79.989061,40.44751
University of South Florida-Sarasota-Manatee,-82.562951,27.391766
Brown Mackie College-Indianapolis,-86.157795,39.783638
CollegeAmerica-Cheyenne,-104.827868,41.175818
CEM College-Bayamon,-66.155406,18.398651
Bryant & Stratton College-Wauwatosa,-88.050983,43.043215
The Art Institute of Michigan,-83.442576,42.498643
The Art Institute of Austin,-97.676358,30.479556
Remington College-Shreveport Campus,-93.793578,32.403166
National American University-Austin,-97.697651,30.43869
National American University-Wichita,-97.251731,37.722498
The Art Institute of Raleigh-Durham,-78.904709,35.992754
Argosy University-Salt Lake City,-111.895536,40.534344
Strayer University-North Carolina,-78.822371,35.86518
Strayer University-New Jersey,-75.015401,39.939316
The King's College,-74.012342,40.706677
Chamberlain University-Illinois,-88.038558,41.949727
Chamberlain University-Ohio,-82.940493,39.940449
Chamberlain University-Arizona,-112.104421,33.56573
Ottawa University-Online,-95.263775,38.602692
Institute of Production and Recording,-93.272011,44.982063
